movieId,title,genres,cluster
111993,Minuscule: Valley of the Lost Ants (Minuscule - La vallée des fourmis perdues) (2013),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n']",4
111995,Jayne Mansfield's Car (2012),"['D', 'r', 'a', 'm', 'a']",4
111997,Hot Rods to Hell (1967),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
112003,"Thompsons, The (2012)","['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
112006,Tangled Ever After (2012),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n']",4
112023,Annabel Takes a Tour (Annabel Takes a Trip) (1938),"['C', 'o', 'm', 'e', 'd', 'y']",4
112060,One on One (1977),"['D', 'r', 'a', 'm', 'a']",4
112066,"Letter to Momo, A (Momo e no tegami) (2011)","['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a']",4
112070,Maps to the Stars (2014),"['D', 'r', 'a', 'm', 'a']",4
112081,"Shape of Things to Come, The (1979)","['S', 'c', 'i', '-', 'F', 'i']",4
112083,"Case Against 8, The (2014)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
112085,Goodbye World (2013),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
112087,Frequencies (2013),"['M', 'y', 's', 't', 'e', 'r', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
112089,So Undercover (2012),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",4
112093,Northeast (2011),"['D', 'r', 'a', 'm', 'a']",4
112108,Asylum (1997),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
112118,Bikini Spring Break (Revenge of the Nerds' Bikini Spring Break) (2012),"['C', 'o', 'm', 'e', 'd', 'y']",4
112138,22 Jump Street (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e']",4
112165,Human Capital (Il capitale umano) (2013),"['D', 'r', 'a', 'm', 'a']",4
112171,"Equalizer, The (2014)","['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
112175,How to Train Your Dragon 2 (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n']",0
112181,Bambou (2009),"['C', 'o', 'm', 'e', 'd', 'y']",6
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",6
112185,"Outlaw, The (Lope) (2010)","['D', 'r', 'a', 'm', 'a']",9
112193,Sexual Chronicles of a French Family (Chroniques sexuelles d'une famille d'aujourd'hui) (2012),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
112206,Blackout (Murder by Proxy) (1954),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
112226,17 Girls (17 filles) (2011),"['D', 'r', 'a', 'm', 'a']",4
112229,Crawlspace (2013),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
112245,"Dirties, The (2013)","['D', 'r', 'a', 'm', 'a']",2
112247,"Mind of Mr. Soames, The (1970)","['D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",8
112255,Money as Debt (2006),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",6
112261,I See a Dark Stranger (1946),"['R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
112271,Brooklyn Dodgers: The Ghosts of Flatbush (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",1
112275,For No Good Reason (2012),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",1
112279,Doc of the Dead (2014),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",1
112283,"Legend of the 7 Golden Vampires, The (1974)","['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r']",1
112290,Boyhood (2014),"['D', 'r', 'a', 'm', 'a']",1
112297,Tillbaka till Bromma (2014),"['C', 'o', 'm', 'e', 'd', 'y']",1
112299,Saints and Soldiers: Airborne Creed (2012),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",1
112301,Tall Story (1960),"['C', 'o', 'm', 'e', 'd', 'y']",1
112303,Think Like a Man Too (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112307,Thin Ice (1937),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112309,"Pool Boys, The (2011)","['C', 'o', 'm', 'e', 'd', 'y']",1
112316,Jersey Boys (2014),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",9
112320,"Corridor, The (2010)","['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
112326,Nick Fury: Agent of S.H.I.E.L.D. (1998),"['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
112328,The Pirates of Blood River (1962),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y']",4
112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",2
112338,Anita (2013),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",5
112342,"Mother's Courage: Talking Back to Autism, A (2009)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",6
112353,"Fine Pair, A (Ruba al prossimo tuo) (1968)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
112355,"Kid for Two Farthings, A (1955)","['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",8
112367,"Fighting Spirit, The (2007)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",6
112370,Transformers: Age of Extinction (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",8
112399,Finding Vivian Maier (2013),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",6
112404,Jack Strong (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
112406,Brazil: In the Shadow of the Stadiums,"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
112412,Perfect Sisters (2014),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",4
112419,Beware of Pity (1946),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
112421,Frank (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",1
112432,Sound of Redemption: The Frank Morgan Story (2014),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",5
112436,Very Good Girls (2014),"['D', 'r', 'a', 'm', 'a']",5
112442,Day of the Animals (1977),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
112444,Wild Beasts (Wild beasts - Belve feroci) (1984),"['H', 'o', 'r', 'r', 'o', 'r']",1
112450,They Came Together (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112460,Planes: Fire & Rescue (2014),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",8
112467,"So Evil, So Young (1961)","['D', 'r', 'a', 'm', 'a']",4
112469,Elaine Stritch: Shoot Me (2013),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",4
112471,Wild Oranges (1924),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
112477,"Mortician, The (2011)","['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
112479,Not Another Not Another Movie (2011),"['C', 'o', 'm', 'e', 'd', 'y']",1
112481,Mrs. Brown's Boys D'Movie (2014),"['C', 'o', 'm', 'e', 'd', 'y']",4
112485,Francis (1950),"['C', 'o', 'm', 'e', 'd', 'y']",2
112488,"Gunfighter, The (2014)","['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",2
112495,Let the Fire Burn (2013),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",5
112497,Tammy (2014),"['C', 'o', 'm', 'e', 'd', 'y']",8
112501,Kabhi Haan Kabhi Naa (1994),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112506,Radio Free Albemuth (2010),"['D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",0
112515,"Babadook, The (2014)","['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
112517,Mystery on Monster Island (1981),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y']",2
112519,Killer Legends (2014),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",2
112550,White God (Fehér isten) (2014),"['D', 'r', 'a', 'm', 'a']",2
112552,Whiplash (2014),"['D', 'r', 'a', 'm', 'a']",2
112554,Luther (1974),"['D', 'r', 'a', 'm', 'a']",2
112556,Gone Girl (2014),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
112582,Life Itself (2014),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",2
112591,Finding Fela! (2014),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",2
112594,Duplicate (1998),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",2
112596,Missing William (2014),"['D', 'r', 'a', 'm', 'a']",2
112601,Dogs (1976),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
112606,Todos eran culpables (1962),"['D', 'r', 'a', 'm', 'a']",2
112623,Dawn of the Planet of the Apes (2014),"['S', 'c', 'i', '-', 'F', 'i']",2
112625,The Great Magician (2011),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
112637,"Ultimate Warrior, The (1975)","['A', 'c', 't', 'i', 'o', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
112640,Ra.One (2011),"['A', 'c', 't', 'i', 'o', 'n', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'S', 'c', 'i', '-', 'F', 'i']",2
112642,Gun Woman (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",5
112653,"Battered Bastards of Baseball, The (2014)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",5
112655,No One Lives (2012),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",5
112689,Miss Violence (2013),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",5
112693,"Dispatch from Reuter's, A (1940)","['D', 'r', 'a', 'm', 'a']",5
112705,"Beast with a Million Eyes, The (1955)","['S', 'c', 'i', '-', 'F', 'i']",0
112727,Deliver Us from Evil (2014),"['C', 'r', 'i', 'm', 'e', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",0
112733,Jonestown: Paradise Lost (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",0
112741,Finding Normal (2013),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",8
112743,Margaret Thatcher: The Long Walk to Finchley (2008),"['D', 'r', 'a', 'm', 'a']",3
112749,And So It Goes (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",3
112751,Ju-on: The Beginning of the End (Ju-on: Owari no hajimari) (2014),"['H', 'o', 'r', 'r', 'o', 'r']",3
112759,Healing (2014),"['D', 'r', 'a', 'm', 'a']",3
112764,"Last Taboo, The (2013)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",3
112767,Premature (2014),"['C', 'o', 'm', 'e', 'd', 'y']",6
112770,Dr Money and the Boy with No Penis (2004),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",6
112772,"Brain, The (1988)","['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",6
112774,"Severed Arm, The (1973)","['C', 'r', 'i', 'm', 'e', '|', 'H', 'o', 'r', 'r', 'o', 'r']",6
112778,Unrated II: Scary as Hell (2011),"['H', 'o', 'r', 'r', 'o', 'r']",6
112780,Panic (2001),"['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
112782,Darkest Night (2012),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r']",6
112788,Sex Tape (2014),"['C', 'o', 'm', 'e', 'd', 'y']",6
112790,Going Down in LA-LA Land (2011),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112802,EMR (2004),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
112804,I Origins (2014),"['D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",1
112807,Gunbuster (Top wo Narae) (1988),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",1
112809,"Diebuster ""Top wo Narae 2"" (2004)","['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",1
112814,Wrestling for Jesus: The Tale of T-Money (2011),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",1
112818,"Purge: Anarchy, The (2014)","['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
112840,Bullets for O'Hara (1941),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112846,Bush Christmas (1947),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'o', 'm', 'e', 'd', 'y']",1
112850,Words and Pictures (2013),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112852,Guardians of the Galaxy (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",1
112856,"Nazi Officer's Wife, The (2003)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",1
112866,"Strange Color Of Your Body's Tears, The (L'étrange couleur des larmes de ton corps) (2013)","['M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
112868,"Signal, The (2014)","['S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
112871,"Ballroom, The (Chega de Saudade) (2007)","['D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112880,But Not for Me (1959),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112890,Jimmy's Hall (2014),"['D', 'r', 'a', 'm', 'a']",1
112893,Super Hero Party Clown (2010),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112895,Willow Creek (2013),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",1
112897,The Expendables 3 (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",1
112905,Goliyon Ki Raasleela Ram-Leela (2013),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112907,"Villain, The (Ek Villain) (2014)","['A', 'c', 't', 'i', 'o', 'n', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
112911,Hercules (2014),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",1
112913,Monty Python Live (Mostly) (2014),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",1
112929,Paradise: Hope (Paradies: Hoffnung) (2013),"['D', 'r', 'a', 'm', 'a']",1
112940,A Most Wanted Man (2014),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",1
112944,Molly Maxwell (2013),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",1
112946,Wish I Was Here (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",9
112948,Sandakan 8 (Sandakan hachibanshokan bohkyo) (1974),"['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",9
112955,Coney Island (1917),"['C', 'o', 'm', 'e', 'd', 'y']",4
112957,Never Weaken (1921),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",6
112961,Playing with Love (Puppy Love) (Maladolescenza) (1977),"['D', 'r', 'a', 'm', 'a']",2
112976,C'mon Man (2012),"['C', 'o', 'm', 'e', 'd', 'y']",2
112992,Edge of Fear (Ella y el miedo) (1962),"['H', 'o', 'r', 'r', 'o', 'r']",4
112995,Sorrow and Joy (Sorg og glæde) (2013),"['D', 'r', 'a', 'm', 'a']",4
112999,Fugitives (Fugitivas) (2000),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
113001,Family United (La gran familia española) (2013),"['C', 'o', 'm', 'e', 'd', 'y']",3
113020,Two Tars (1928),"['C', 'o', 'm', 'e', 'd', 'y']",3
113022,The Visitor (1979),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",3
113035,"Bachelor Weekend, The (2013)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",3
113037,Finding Bliss (2009),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",0
113039,Gracie's Choice (2004),"['D', 'r', 'a', 'm', 'a']",9
113041,Father and Guns (De père en flic) (2009),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'C', 'r', 'i', 'm', 'e']",9
113043,Loser Takes All! (Qui perd gagne !) (2003),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",9
113045,"Boogie (Boogie, el aceitoso) (2009)","['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e']",4
113048,Tables Turned on the Gardener (1895),"['C', 'o', 'm', 'e', 'd', 'y']",4
113062,Hellion (2014),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
113064,"Trip to Italy, The (2014)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
113066,Food (Jídlo) (1993),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",9
113071,Earth to Echo (2014),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'S', 'c', 'i', '-', 'F', 'i']",9
113080,"Burma Conspiracy, The (Largo Winch II) (2011)","['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",5
113083,Westfront 1918 (1930),"['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",4
113089,Maidentrip (2014),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",9
113092,Kidnapped For Christ (2014),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
113103,Step Up All In (2014),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
113105,Mystery of the 13th Guest (1943),"['C', 'r', 'i', 'm', 'e', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",4
113107,Invasion of the Star Creatures (1962),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
113112,Video Games: The Movie (2014),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",9
113122,"Girl Who Talked to Dolphins, The (2014)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
113126,Val Lewton:  The Man in the Shadows (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
113128,Return to Life (1938),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
113139,"Day's Pleasure, A (Ford Story, A) (1919)","['C', 'o', 'm', 'e', 'd', 'y']",4
113143,America 3000 (1986),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'S', 'c', 'i', '-', 'F', 'i']",2
113159,Life After Beth (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",0
113186,Felony (2013),"['T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",8
113188,"Rover, The (2014)","['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",1
113205,L'Italien (2010),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",1
113207,Get on Up (2014),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",1
113214,1 (2013),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",9
113216,"Suspect, The (Yong-eui-ja) (2013)","['A', 'c', 't', 'i', 'o', 'n', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",2
113218,Space Milkshake (2012),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",8
113225,Magic in the Moonlight (2014),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",3
113227,Impudent Girl (L'effrontée) (1985),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",2
113232,National Lampoon's Pucked (2006),"['C', 'o', 'm', 'e', 'd', 'y']",2
